match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,run_rate_ratio_last15,wicket_ratio_last15,winner_01,team1_key_batsman_avg_runs_last15,team2_key_batsman_avg_runs_last15,key_batsman_runs_ratio_last15,key_bowler_wickets_ratio_last15,economy_rate_ratio_last15,dots_ratio_last15,strike_rate_ratio_last15,metrics_ratio_last15,bowler_consistency_ratio_last15
9516415,Mi Is,30435,238727.0:5043310.0:7537004.0:3125562.0:8191868.0:8713270.0:6249256.0:4171859.0:8227974.0:230775.0:1907352.0:8118914.0,Ci Sr Ks,30414,2653993.0:7422673.0:1945425.0:5001170.0:232000.0:1642738.0:196580.0:2294823.0:3519011.0:2658445.0:5757884.0:3130840.0,Ci Sr Ks,30414,Ci Sr Ks,field,We Sm Mi,Mumbai,2023-04-08,night match,In Pr Le,2023,5004,0.7894736842105263,1.0,161.73333333333332,33.33,164.46666666666667,0.9439944323355396,0.9325826978943292,1,18.45656565656565,17.94563492063492,1.0809501237688945,0.8225806451612901,1.1233117034575004,0.8169019182048499,1.0750144053916597,0.7431557745707691,1.5548089278728952
9592470,Mi Is,30435,5043310.0:238727.0:7537004.0:3125562.0:8191868.0:6249256.0:8058924.0:2022957.0:8227974.0:230775.0:1907352.0:8442286.0,Lw Sr Gs,48334,2436405.0:6698110.0:3299407.0:2275097.0:8058903.0:4230127.0:3479860.0:2970652.0:8228100.0:5554142.0:7924048.0:7491385.0,Mi Is,30435,Mi Is,bat,MA Cm Sm Ck Ci,Chennai,2023-05-24,night match,In Pr Le,2023,2050,1.3333333333333333,1.975609756097561,177.86666666666667,0.0,159.10714285714286,1.0014811150757565,0.7999988000018,0,20.46333333333333,13.250000000000002,1.1586378737541527,0.7445721583652617,1.2312008748500882,0.883909831820536,1.1874009956666014,1.0760095680315185,1.0812988257296798
9128510,Ka Kt Rs,30400,5959834.0:37351.0:4497646.0:1613919.0:4231702.0:1663885.0:1934099.0:3429236.0:8779896.0:2632825.0:7758638.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:2642751.0:3693654.0:4874820.0:2282125.0:5618038.0:8725709.0,Ss Hd,36014,Ss Hd,field,Be Sm Mi,Mumbai,2022-04-15,night match,In Pr Le,2022,2764,1.7142857142857142,1.4878048780487805,148.86666666666667,100.0,183.625,0.9965021947192709,0.9662905062519558,1,19.837937062937065,17.61507936507936,1.182617069941014,0.9217367256637169,0.9488185299126068,0.9205390811406968,1.1113975315003752,0.7424252927060331,1.0455721920102772
9085222,Le,8301,4873028.0:6176246.0:3218291.0:3643870.0:2658431.0:4887336.0:6003584.0:7651657.0:8845850.0:5554142.0:5528116.0,Ne,8987,4003390.0:1749075.0:3651472.0:5516720.0:125915.0:34061.0:130437.0:6019306.0:4420828.0:2083157.0:2295642.0,Le,8301,Le,bat,Tt Be Nm,Nottingham,2022-06-21,day/night match,Vy Bt,2022,251,0.9090909090909091,2.9047619047619047,157.0,33.33,146.82142857142858,0.9025537823213277,0.929291521275473,0,17.037271062271063,15.07052341597796,1.1813917975567187,0.9015544041450777,0.95187218731776,1.0802543912780131,0.9831133442232782,0.9750000000000002,0.8242520236818952
9085320,Ye,10618,6718326.0:1762060.0:3294444.0:2157770.0:6381962.0:6460614.0:5367676.0:5361166.0:8050160.0:7804677.0:4527942.0,Ne,8917,6374878.0:2286472.0:2158869.0:4645304.0:2858904.0:2486896.0:3636821.0:3648203.0:164604.0:2087700.0:2082387.0,Ye,10618,Ne,field,Cy Gd Nn,Northampton,2022-06-24,day/night match,Vy Bt,2022,1637,0.6666666666666666,1.0,157.6,100.0,172.6818181818182,0.9989951555344243,0.897725742512939,0,15.344444444444443,16.841375291375293,0.9006309148264984,1.0444444444444445,0.8370433039301555,1.1674027339642483,0.9747112343984466,0.8360428142773972,0.9019523932585011
9516632,Rl Cs Be,30393,1776627.0:313809.0:7861524.0:2275195.0:7586970.0:210328.0:5972868.0:5490666.0:212029.0:6586824.0:2018001.0:2733380.0,Lw Sr Gs,48334,2436405.0:8058903.0:3299407.0:3479860.0:2275097.0:4230127.0:2970652.0:8228100.0:217762.0:5554142.0:2954769.0:7491385.0,Rl Cs Be,30393,Rl Cs Be,bat,Bt Ra Si Al Bi Ve Ea Ct Sm Lw,Lucknow,2023-05-01,night match,In Pr Le,2023,23498,1.125,1.4878048780487805,184.53333333333333,100.0,146.45,0.9408030663038565,0.9607829008094596,0,17.768964368964365,15.4400826446281,1.200956937799043,0.8994082840236687,1.195967422079229,0.9991987179487178,0.9186738325300788,1.0619774247491638,0.8306568204022782
9272689,Sy Ss,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:49496.0:8355808.0,Ae Ss,33914,4239038.0:3710090.0:2285051.0:3681957.0:387778.0:8415854.0:7455818.0:2286388.0:6718844.0:5863290.0:3890998.0,Sy Ss,33956,Ae Ss,field,Il Ss Sm Cs Hr,Coffs Harbour,2023-01-17,night match,Bg Bh Le,2022/23,11206,1.4444444444444444,4.809523809523809,157.8,75.0,151.5,0.9974034075875533,1.1612884495347588,0,16.27838827838828,13.615079365079364,0.900265698917763,0.9729729729729728,0.9096334100255725,1.2676862534657003,1.0847578387208177,1.0033653846153845,0.9893616881270215
9639125,An,293,6818622.0:5554212.0:6450576.0:181404.0:3668356.0:5736016.0:5554282.0:5554254.0:6818776.0:6819238.0:6817628.0,Bh,188,3758565.0:6551978.0:4403419.0:6930230.0:393014.0:8127321.0:4403454.0:6486416.0:2316327.0:2436356.0:3769555.0,Bh,188,Bh,field,St Il Ct Sm,Sylhet,2023-07-16,day/night match,An tr of Bh,2023,10961,0.4666666666666667,0.3442622950819672,152.6,50.0,162.4090909090909,0.8842964691228872,0.91999862000207,1,13.417592592592593,15.455555555555556,0.8547297297297297,0.9999999999999998,0.9862506282574722,1.0660340055357849,0.9805183548041349,1.2243415077202544,0.6111953343957482
9433696,Ex,7258,4489974.0:6065548.0:5406064.0:6364588.0:5788320.0:5436878.0:7671306.0:3030733.0:8044490.0:7688848.0:6258734.0,He,7727,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,He,7727,He,field,Te Re Bl Sn,Southampton,2023-06-23,day/night match,Vy Bt,2023,8301,1.0666666666666667,1.0,186.2,25.0,146.2,1.1303834250888198,1.0425515278433066,1,16.93128205128205,16.985000000000003,0.7333333333333334,0.8537549407114623,1.0761003505407463,0.8174928562554354,1.03824180204293,1.0219559722945728,1.1584509750863767
9657059,Ra,1350,8058805.0:8089192.0:8089276.0:8058812.0:8964668.0:8913876.0:8058798.0:8089206.0:8964710.0:8058840.0:8913897.0,Ua,251,1634709.0:3719197.0:9663968.0:7906968.0:5120674.0:8246440.0:8246419.0:8964843.0:182986.0:7753549.0:2943443.0,Ua,251,Ra,bat,Ga Cb Gd Ni,Nairobi,2023-06-11,day match,Ua tr of Ka,2023,4913,0.3333333333333333,0.012345679012345678,,0.0,132.0,0.0,0.0,1,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9457468,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2804122.0:5736100.0:393182.0:2820957.0:7084972.0:6149268.0:4403468.0:351448.0,Ca Vs,40298,3758565.0:2263736.0:1965151.0:2331475.0:5771800.0:5017144.0:3850944.0:3850972.0:6528668.0:6931168.0:4769148.0,Ca Vs,40298,Cm Cs,bat,Zr Ad Cy Sm Cm,Chattogram,2023-01-16,night match,Bh Pr Le,2022/23,13530,0.6153846153846154,1.4878048780487805,163.3846153846154,0.0,157.16666666666666,1.054662636838328,0.8241746467834716,1,16.196825396825396,19.035930735930734,0.7501594387755102,1.0828789531079606,1.0467144806366497,0.7229465743168885,0.8388773315649856,0.85413273851331,1.3371206731798306
9866373,Oo,18360,2319638.0:8444855.0:4172706.0:7907444.0:6317142.0:7918280.0:8354716.0:7907479.0:3490150.0:7213856.0:4195827.0,Wn,18570,9036516.0:8271969.0:3913447.0:9523954.0:8354786.0:6718410.0:7907486.0:3083667.0:4950294.0:4950266.0:4195708.0,Wn,18570,Oo,bat,Mx Pk Aa,Alexandra,2023-12-28,day/night match,Sr Sh,2023/24,5382,1.4,1.4878048780487805,165.73333333333332,0.0,,1.0876248971785902,1.1666647222254631,1,13.861227661227662,12.922951739618409,1.368129763214737,0.6892147587511827,1.2354910978382536,0.9412685040317729,1.2770567272872608,1.212586389137328,1.4843747432310708
9680264,Da Aa,47508,5490596.0:4403531.0:4403545.0:4223883.0:3260564.0:2335381.0:4769148.0:4771780.0:5047300.0:4403573.0:8277716.0,Co Ss,47487,7200598.0:2437021.0:3008291.0:7520344.0:2104416.0:3364234.0:2437049.0:4365878.0:8106629.0:8363578.0:2590293.0,Da Aa,47508,Da Aa,bat,R Pa Sm Co,Colombo,2023-08-12,night match,La Pr Le,2023,7041,1.125,3.857142857142857,148.6,80.0,137.8,0.9663304440419224,0.8823516436005242,0,18.63004329004329,15.447835497835497,1.0418972332015808,1.1199999999999997,0.8536784901947576,1.2641928276923935,1.0719263320713353,1.200685138539043,0.5530586137326551
9352356,Ed,20,2082044.0:6282856.0:1655436.0:6381962.0:62432.0:2162782.0:2827327.0:4640824.0:1711492.0:4174932.0:7276380.0,Nw Zd,48,6718326.0:2653993.0:4381761.0:5764576.0:3069954.0:2672214.0:3519011.0:3156033.0:3913475.0:1626561.0:3456424.0,Ed,20,Ed,bat,Od Td Mr,Manchester,2023-09-01,night match,Nw Zd tr of Ed,2023,538,1.15,1.0,169.73333333333332,50.0,149.06666666666666,1.0270793218524394,1.0652156545396936,0,21.06212121212121,18.07142857142857,1.11864406779661,1.0,0.9985046915673904,1.092876941352457,1.007948222401363,0.9991351521346018,0.9455413389702683
9433598,Ne,8917,4873700.0:8040164.0:2286472.0:6640178.0:4645304.0:2157770.0:3216569.0:3648203.0:3636821.0:2082387.0:8040136.0,Ye,10618,1762060.0:1655436.0:8033304.0:1637320.0:8050160.0:3620742.0:1547993.0:7651657.0:5367676.0:4527942.0:8070915.0,Ne,8917,Ne,bat,Hy Ls,Leeds,2023-06-20,day match,Vy Bt,2023,1266,0.8666666666666667,0.7530864197530864,179.4,0.0,169.8,0.9896093688210923,0.9680835615687848,0,17.246969696969696,18.56184573002755,0.932026353848626,1.0350877192982455,0.9926386971754243,1.016903478686918,1.0302432941728532,0.9973084514624079,0.8931799055723015
9432989,Bm Bs,10366,2124002.0:7681869.0:3612286.0:3890963.0:8210789.0:8044112.0:1730658.0:7184666.0:2170762.0:3245689.0:2855138.0,Ye,10618,1762060.0:1655436.0:2082044.0:1637320.0:6095508.0:8050160.0:7651657.0:5367676.0:4527942.0:8070915.0:8027396.0,Bm Bs,10366,Ye,field,En Bm,Birmingham,2023-05-20,day/night match,Vy Bt,2023,1161,0.6,1.0,172.0,50.0,148.96666666666667,0.9820046726835635,1.1647038269932464,0,13.237878787878788,14.727023809523809,0.8977401129943504,0.9784946236559138,0.9434087110875738,1.0196261235417863,1.0233049438646142,1.0188174531183474,0.9370278444933974
9027381,Ad,17583,1945390.0:5764576.0:4949776.0:7873984.0:3935854.0:3913440.0:8765154.0:3456424.0:270262.0:8354835.0:7878765.0,Cy,17653,2659243.0:4381747.0:4381705.0:3682160.0:3834361.0:8706179.0:6739830.0:1495731.0:4136404.0:8482788.0:3834319.0,Cy,17653,Cy,field,En Pk Ad,Auckland,2022-01-07,day/night match,Sr Sh,2021/22,1994,0.75,0.7530864197530864,150.66666666666666,0.0,108.5,1.051281753454157,1.036583469664385,1,13.006278166278168,14.87095238095238,1.0925956653399675,1.0576923076923075,1.0068135061447256,0.9719371548648782,0.9121222291045413,0.8913639926835641,1.2276513348921363
9271765,Ky Fs,47480,5506486.0:4403538.0:5490624.0:6710850.0:3668356.0:5490666.0:4690104.0:4365878.0:8136659.0:6401982.0:2691688.0,Da Aa,47508,7787772.0:8363221.0:2097017.0:2398346.0:3061225.0:8520105.0:8464343.0:8277716.0:5548318.0:8067037.0:5786836.0,Ky Fs,47480,Ky Fs,bat,R Pa Sm Co,Colombo,2022-12-18,night match,La Pr Le,2022/23,7041,0.45454545454545453,1.975609756097561,150.85714285714286,66.67,129.93333333333334,0.9857695265723228,0.8571415037615355,0,14.035409035409035,17.901515151515152,0.6986512744313635,1.7516233766233764,0.892937751754028,0.8322616236577275,0.8798898290268029,0.9329004329004329,0.9100070236434306
9076815,Mr Gp Da,40452,2939124.0:393371.0:6930580.0:392188.0:1934099.0:391621.0:2820957.0:2296195.0:393889.0:2104346.0:6526498.0,Ka Ts,42573,6930174.0:363047.0:2104332.0:392216.0:4403426.0:1634611.0:5831622.0:391271.0:392979.0:5554142.0:2630081.0,Ka Ts,42573,Ka Ts,field,Se Ba Nl Sm Mr,Dhaka,2022-01-21,night match,Bh Pr Le,2021/22,14188,0.6,1.0,,0.0,112.88461538461539,0.0,0.0,1,13.841666666666669,11.97878787878788,1.2630942788074135,0.9658836689038032,1.291957204820913,0.6188093866973798,0.9158456708240849,1.2617353119321626,0.9005591831607479
9331097,Ga,12389,5785492.0:4944400.0:8041445.0:5699700.0:7586970.0:2956407.0:3509428.0:8422987.0:2034479.0:5062462.0:5758766.0:5758780.0,Di,12046,5636658.0:6785666.0:9047499.0:7861524.0:4231702.0:8058903.0:6511336.0:8149315.0:4901182.0:7581244.0:6619794.0:9047954.0,Di,12046,Di,field,Si Mh Sm Jr,Jaipur,2022-10-20,day match,Sd Mq Ai Ty,2022/23,4661,0.125,0.6721311475409836,168.66666666666666,0.0,127.9,0.8576767678354905,0.7999989333347556,1,12.954545454545457,18.009722222222223,0.4080885862474943,1.2295081967213113,0.843244075962131,1.6170212765957446,0.7472248256316152,0.7953488372093024,0.6401417177132123
9290966,Ia,55,2954769.0:1776627.0:3125562.0:6521080.0:3479860.0:210328.0:3882850.0:184960.0:3130840.0:2282125.0:7881845.0,An,293,5554212.0:6818622.0:6450576.0:5554282.0:3668356.0:181404.0:5736016.0:5554254.0:6818776.0:3976965.0:6819238.0,Ia,55,An,field,Di Il Ct Sm,Dubai,2022-09-08,night match,Ia tr of Ud Ab Es,2022,17086,2.5714285714285716,1.0,173.26666666666668,100.0,145.13333333333333,1.2520227893818814,1.11235767580167,0,18.78257575757576,15.404558404558404,1.295673076923077,0.811320754716981,1.0695870957189382,1.0360294275357658,1.1758987516142854,1.1789188628150329,1.4165450332920273
9051055,Mn Ss,44904,1637320.0:2263736.0:302875.0:2231928.0:6249256.0:5017144.0:2157770.0:2214554.0:8427978.0:284339.0:8109779.0,Qa Gs,40592,2437035.0:7694581.0:3651472.0:1594333.0:7881866.0:3364234.0:2437049.0:1893401.0:302868.0:8106629.0:8106713.0,Mn Ss,44904,Qa Gs,field,Nl Sm Ki,Karachi,2022-01-31,night match,Pn Sr Le,2021/22,3422,1.7777777777777777,1.975609756097561,171.07692307692307,50.0,169.46666666666667,1.086118997616711,1.202795015897174,0,22.69484126984127,20.24074074074074,0.9023924122310307,0.9832476364239507,0.9163383148970322,0.8300023772167545,1.1695447392250855,0.8124621132638549,0.8727740673349889
9272437,Sy Tr,33963,1749075.0:7572123.0:2231928.0:7534652.0:5788320.0:2335381.0:5497274.0:5509524.0:3497633.0:6521234.0:6819238.0,Ae Ss,33914,5469008.0:4239038.0:2286472.0:3681957.0:387778.0:8415854.0:4992378.0:5554254.0:6718844.0:5863290.0:55299.0,Ae Ss,33914,Sy Tr,bat,Ae Ol,Adelaide,2022-12-20,night match,Bg Bh Le,2022/23,930,0.75,0.5061728395061729,164.4,40.0,155.96666666666667,1.0096375687077594,0.8348612364294912,1,12.526997245179064,18.19465201465201,0.7357541590670424,0.9843750000000001,0.9485917816245126,1.2959479476204756,0.9252164469645917,1.16869965833372,0.7741312270884647
9489444,Ln St,46773,4655384.0:3200973.0:4489974.0:1611364.0:2672214.0:74087.0:5436878.0:1482998.0:5367676.0:5788418.0:3901099.0,Wh Fe,46752,4421689.0:2082044.0:4003390.0:2450895.0:3239102.0:5764576.0:2157770.0:334963.0:3546297.0:3456424.0:2538983.0,Wh Fe,46752,Ln St,bat,Sa Gs Cf,Cardiff,2023-08-20,night match,Te Hd Ms Cn,2023,4521,1.5,1.0,149.53333333333333,0.0,151.1,1.0217668891724219,1.281687433054719,1,17.818181818181817,15.907438016528925,1.2243166823751177,0.9027777777777778,1.0396211435057268,0.7935505319148938,1.0035860056440227,0.890506329113924,0.8104740985177273
9176320,Nw Zd,48,1585457.0:6718326.0:3083632.0:2672214.0:5764576.0:2486896.0:3519011.0:3913475.0:3456424.0:6718396.0:5984376.0,Ns,118,1635997.0:4502392.0:7253350.0:1539208.0:7891232.0:7905309.0:3083667.0:8354849.0:4164985.0:8947777.0:8404325.0,Nw Zd,48,Nw Zd,bat,Sk Wt Te He,The Hague,2022-08-04,day/night match,Nw Zd tr of Ns,2022,17765,3.6,1.975609756097561,163.6,0.0,,1.1997292163598556,1.0874979609413231,0,17.113636363636363,14.755555555555556,1.1388429752066118,1.2807881773399017,0.9109397913268856,1.0322156476002629,1.1360994757957439,1.195969238928666,0.9587217049640644
9388483,Ad,17583,1945390.0:8765154.0:8144184.0:3935854.0:4949776.0:3913440.0:6718438.0:5560190.0:7565697.0:8354835.0:7878765.0,Cl Ds,17744,8212917.0:3558316.0:3834256.0:3083632.0:8354800.0:4950364.0:8447396.0:8435699.0:4170494.0:9475766.0:6496118.0,Cl Ds,17744,Cl Ds,field,En Pk Or Ol Ad,Auckland,2023-01-14,day match,Sr Sh,2022/23,5081,0.6428571428571429,0.3442622950819672,153.4,66.67,133.22222222222223,0.8001554753926698,0.9902898199662816,1,12.016594516594518,20.741666666666667,0.6773519919724459,0.8451021634615384,1.0223783489509481,0.8390851948448772,0.672504896742069,0.7479286738582921,1.342004875888846
9290609,Pn,62,2263736.0:2437021.0:8180570.0:1637320.0:3364234.0:2437049.0:5017144.0:8106629.0:2437077.0:8131255.0:8427978.0,Ed,20,4685568.0:1749075.0:1655436.0:3651472.0:6381962.0:62432.0:4640824.0:2157770.0:1711492.0:4012203.0:3312350.0,Ed,20,Ed,field,Nl Sm Ki,Karachi,2022-09-20,night match,Ed tr of Pn,2022,3422,1.2352941176470589,0.3442622950819672,161.33333333333334,33.33,172.86666666666667,0.9042672910327935,0.8602136663220435,1,18.873607503607506,19.16938616938617,1.3030080704328686,0.9051282051282051,1.021856154166934,0.9363767074047448,0.8888086055115125,0.885361176219902,1.0075821452589535
9407614,Pa Cs,48929,4685568.0:6282856.0:2231928.0:3406717.0:3747764.0:4167855.0:2486896.0:1858961.0:4888414.0:1711492.0:3373866.0,Ss En Ce,48943,1963443.0:2269833.0:7787772.0:4203499.0:4171859.0:3239102.0:3162487.0:4874820.0:2658445.0:4626236.0:3747484.0,Pa Cs,48929,Ss En Ce,field,St Gs Pk Ga,Gqeberha,2023-01-12,day/night match,S0,2022/23,1224,0.8571428571428571,1.0,,0.0,140.26666666666668,0.0,0.0,0,16.62939182030091,16.78037518037518,1.0228006456820018,1.032017543859649,1.0220628345741272,0.9660322966148808,1.0775465671533346,0.9469252722258688,0.9035206969209713
9823057,Ud Ab Es,202,8688952.0:7990828.0:8250115.0:2206637.0:8127279.0:8463783.0:8489816.0:8688973.0:4767482.0:2691688.0:9471244.0,Nl,237,5563004.0:7409611.0:4908518.0:7993551.0:7507429.0:5562962.0:8776767.0:5604738.0:8127167.0:8296644.0:7409569.0,Nl,237,Nl,field,Mi Ct Gd,Kathmandu,2023-10-23,day match,Ud Ab Es tr of Nl,2023/24,24044,1.0,0.5061728395061729,152.4,66.67,146.5,1.0794941655767085,0.8817190079800947,1,15.147916666666667,13.598765432098766,0.7740834386852087,0.7475409836065574,1.127662872874933,1.0502091335894153,1.1889497436644119,1.545923632610939,0.6844267865653775
